product_code,product_name,category,unit_price,is_active
P004445,Architect Wireless Deliverables,Toys,3392.33,True
P001330,MediumSeaGreen Explicabo,Books,21950.68,True
P014547,,Home,23175.48,True
P011705,PeachPuff Velit,Toys,19547.58,True
P006039,Gray Distinctio,Beauty,14603.25,True
P012466,Brand Revolutionary Portals,Grocery,FREE,True
P006819,Cornsilk Amet,Electronics,17977.09,True
P000416,Azure Temporibus,Grocery,19289.54,True
P004344,Orchid Facilis,Home,5958.83,True
P001233,CornflowerBlue Beatae,Books,14120.58,True
P001632,SteelBlue Est,Sports,14702.47,True
P011379,PapayaWhip Aliquid,Home,2678.7,True
P012335,Monetize Extensible Networks,,-350.8900561129761,True
P005139,DarkSalmon Fugiat,Fashion,14898.91,True
P001046,LawnGreen Excepturi,Toys,23637.37,True
P014345,Expedite Clicks-And-Mortar Niches,Electronics,-493.88014422852865,True
P012693,,Electronics,23292.24,True
P003225,SlateBlue Suscipit,Beauty,11084.82,True
P003702,MediumVioletRed Accusantium,Books,16660.53,True
P012291,,Grocery,17079.93,True
P012203,Scale Cross-Media Info-Mediaries,Grocery,FREE,True
P004660,YellowGreen Optio,Grocery,16853.34,True
P006444,Cyan Dignissimos,Books,1528.32,True
P003423,LightYellow At,Sports,12763.9,True
P000413,LawnGreen Tempora,Sports,19656.28,True
P011528,SeaShell Totam,Beauty,16701.24,True
P013552,Streamline Synergistic E-Commerce,Beauty,-310.3774106025254,True
P007485,Chocolate Odit,Home,2731.26,True
P013200,Synthesize Global Eyeballs,Electronics,FREE,True
P011522,MistyRose Voluptates,Electronics,5906.43,True
P002112,Gainsboro Labore,Toys,21996.3,True
P011998,SteelBlue Expedita,Sports,24009.93,True
P004093,Gainsboro Blanditiis,Electronics,6206.17,True
P005046,DodgerBlue Omnis,Home,10947.09,True
P001174,Maroon Eligendi,Beauty,987.34,True
P000525,Olive Dignissimos,Books,8099.63,True
P010799,RosyBrown Voluptatum,Toys,15724.13,True
P004273,Teal In,Electronics,11116.52,True
P010830,DarkTurquoise Culpa,Beauty,11888.14,True
P004575,Red Incidunt,Toys,14937.16,True
P007021,DarkTurquoise Sequi,Sports,9953.33,True
P008036,Fuchsia Ducimus,Sports,21927.12,True
P001679,SaddleBrown Magni,Books,24696.07,True
P005674,Linen Dolorum,Books,9173.43,True
P002562,CornflowerBlue Animi,Fashion,5090.23,True
P003371,Teal Voluptates,Electronics,9815.34,True
P010863,Blue Beatae,Fashion,7304.88,True
P006627,PeachPuff Quae,Toys,1263.32,True
P000771,ForestGreen Distinctio,Beauty,14289.76,True
P005445,DeepSkyBlue Consequuntur,Beauty,9405.24,True
P000604,WhiteSmoke Ipsa,Beauty,14803.58,True
P006994,FloralWhite Natus,Home,1488.82,True
P003410,Red Culpa,Toys,13244.08,True
P010382,FloralWhite Blanditiis,Books,1792.05,True
P007233,DarkOliveGreen Quis,Sports,1181.3,True
P000523,SlateGray Amet,Books,24830.66,True
P011546,DarkSalmon Facere,Sports,18710.16,True
P009554,Gray Impedit,Beauty,8406.33,True
P004424,MediumAquaMarine Perspiciatis,Beauty,18638.8,True
P012601,,Grocery,7333.77,True
P001301,PowderBlue Repellat,Books,13027.65,True
P012800,Embrace Vertical Niches,Grocery,FREE,True
P001519,SandyBrown Blanditiis,Books,3224.19,True
P003611,LightBlue Ducimus,Sports,12094.89,True
P008364,BurlyWood Perspiciatis,Electronics,3321.09,True
P013268,Redefine Mission-Critical Content,Sports,FREE,True
P011347,GreenYellow Rem,Beauty,2128.46,True
P011319,SeaGreen Ducimus,Toys,22616.71,True
P014617,Engineer Interactive Infrastructures,Grocery,-481.954415845221,True
P006213,LightCyan Numquam,Electronics,6115.06,True
P012883,Target Magnetic Relationships,Fashion,-442.3216141632898,True
P000865,LightBlue Repellat,Books,1410.65,True
P008265,Indigo Doloribus,Toys,4368.59,True
P008193,PowderBlue Nulla,Grocery,411.86,True
P001836,Blue Ullam,Grocery,20399.28,True
P010253,DarkGray Magni,Books,12449.51,True
P009264,LightGreen Minus,Toys,20963.71,True
P008367,Cornsilk Distinctio,Grocery,21708.25,True
P011279,Orchid Labore,Electronics,24871.99,True
P002121,DarkGreen Id,Books,22294.41,True
P004373,Pink Perspiciatis,Grocery,1638.22,True
P005000,SaddleBrown Officia,Fashion,15801.99,True
P014941,Leverage Value-Added E-Commerce,,-553.5393410023797,True
P000638,Gainsboro Rem,Fashion,2591.68,True
P001394,IndianRed Aliquid,Books,6107.41,True
P003179,White Incidunt,Fashion,7020.24,True
P000428,White Facere,Grocery,16980.44,True
P000779,Streamline World-Class E-Commerce,Electronics,11416.46,True
P011784,Plum Magnam,Beauty,12324.65,True
P009293,LightSkyBlue Qui,Electronics,16922.5,True
P009485,WhiteSmoke Placeat,Home,23611.47,True
P008639,Lavender Assumenda,Grocery,8373.69,True
P002553,DarkViolet Iure,Electronics,3002.46,True
P007511,MidnightBlue Cupiditate,Electronics,13958.02,True
P002015,DarkCyan Modi,Electronics,21586.3,True
P008300,Cyan Iure,Home,9527.38,True
P004518,Ivory Dicta,Sports,19822.89,True
P004614,Indigo Pariatur,Beauty,24553.55,True
P012022,,Grocery,1541.48,True
P002568,GreenYellow Debitis,Beauty,17456.37,True
P003691,YellowGreen Veniam,Books,10545.92,True
P000755,Thistle Tenetur,Books,18941.39,True
P012181,,,1371.87,True
P000806,Aqua Omnis,Home,9295.44,True
P004934,Azure Odit,Beauty,6990.54,True
P003947,IndianRed Quod,Fashion,767.11,True
P002333,LightPink Et,Beauty,1656.19,True
P012826,Disintermediate Intuitive Solutions,Grocery,FREE,True
P008792,DarkGray Architecto,Fashion,4549.18,True
P009286,BurlyWood Molestiae,Books,9642.47,True
P014659,Incubate Dynamic E-Commerce,Toys,FREE,True
P013678,Morph Extensible Schemas,Fashion,FREE,True
P011003,MediumSlateBlue Vitae,Sports,24521.29,True
P012983,,Sports,24344.07,True
P009001,Navy Maxime,Home,8026.13,True
P012618,,Fashion,654.66,True
P009988,CadetBlue Quis,Toys,18922.4,True
P010031,Lime Vel,Fashion,19979.8,True
P012283,Strategize End-To-End Architectures,Toys,FREE,True
P009338,Grow Open-Source Convergence,Fashion,12650.51,True
P012542,Empower Integrated Web-Readiness,,-178.97320453904564,True
P000946,Sienna Veniam,Fashion,6715.25,True
P002806,OrangeRed Repellendus,Electronics,9470.75,True
P011936,Black Voluptates,Toys,4594.23,True
P010127,Engage Visionary Models,Electronics,17450.62,True
P006125,SteelBlue Iste,Sports,15723.62,True
P012276,Repurpose Clicks-And-Mortar Paradigms,,FREE,True
P000926,LightSalmon Quis,Beauty,4902.94,True
P010927,Indigo Minus,Fashion,15837.29,True
P007894,Gold Ab,Electronics,20060.21,True
P000135,Syndicate Compelling Info-Mediaries,Home,6892.28,True
P005264,DarkViolet Inventore,Grocery,1944.87,True
P002939,LightSalmon Voluptatem,Sports,21649.39,True
P004293,LightGreen Facilis,Beauty,20326.49,True
P003014,OliveDrab Eveniet,Fashion,1613.68,True
P000672,Orange Ratione,Electronics,1001.3,True
P007931,Wheat Quis,Toys,7870.75,True
P004773,LightSalmon Deleniti,Beauty,13052.48,True
P010867,DeepSkyBlue Vel,Electronics,11147.66,True
P010820,Lavender Incidunt,Electronics,22272.6,True
P005855,DarkViolet Temporibus,Books,17345.39,True
P009311,DarkGreen Quisquam,Beauty,23516.85,True
P007348,Monetize Next-Generation Markets,Sports,1958.5,True
P005734,DarkGreen Explicabo,Toys,9247.07,True
P009476,Leverage Global Info-Mediaries,Books,2972.04,True
P002014,MediumSpringGreen Non,Beauty,907.02,True
P001582,PowderBlue Beatae,Home,21512.7,True
P008312,MediumTurquoise Provident,Electronics,997.98,True
P014106,,Toys,10452.99,True
P005633,HoneyDew Animi,Beauty,10661.05,True
P003064,LightSalmon Quidem,Fashion,22472.93,True
P009491,DarkSlateGray Quo,Home,17402.71,True
P009400,LightCoral Enim,Toys,5621.67,True
P009553,Ivory Odit,Toys,11087.66,True
P008993,Salmon Dicta,Home,17761.54,True
P008311,LightSkyBlue Ullam,Books,15766.89,True
P004038,Leverage Killer Architectures,Grocery,15854.33,True
P013629,Envisioneer Synergistic Content,Toys,-89.97946157797357,True
P005337,LightSalmon Dolores,Toys,16584.06,True
P012377,,,4757.69,True
P003753,MediumVioletRed Ipsum,Books,3822.58,True
P013680,,,13110.15,True
P008284,SeaGreen Laudantium,Home,17057.31,True
P002883,AntiqueWhite Qui,Beauty,24415.21,True
P003235,Olive Labore,Sports,3844.68,True
P005656,Coral Fugit,Toys,2259.93,True
P009674,Salmon Nulla,Grocery,16606.69,True
P005914,PaleVioletRed Esse,Grocery,17201.94,True
P010563,Green Quidem,Electronics,22175.94,True
P004099,DarkOrchid Vero,Home,24619.06,True
P006224,MediumOrchid Quisquam,Grocery,16520.81,True
P003286,MediumAquaMarine Illum,Beauty,22791.22,True
P011903,SlateBlue Error,Books,16993.21,True
P004989,Linen Voluptatibus,Home,13012.18,True
P011032,RosyBrown Minus,Home,12765.75,True
P000370,Teal Incidunt,Beauty,18658.09,True
P012358,Generate Ubiquitous Partnerships,,FREE,True
P013419,Grow Plug-And-Play Platforms,Beauty,FREE,True
P012881,,Beauty,11653.81,True
P012412,Maximize B2C Web Services,Home,-856.4747386874968,True
P000606,PowderBlue Nobis,Home,9804.25,True
P009453,Gold Reiciendis,Fashion,16760.77,True
P003787,LightSlateGray Sint,Toys,9659.94,True
P004778,BlueViolet Id,Electronics,11028.79,True
P001352,Exploit Out-Of-The-Box Schemas,Books,7385.68,True
P004506,LavenderBlush Dignissimos,Toys,15536.47,True
P000740,MediumBlue Molestiae,Fashion,1639.1,True
P004031,Indigo Soluta,Beauty,12108.9,True
P008325,DarkOrange Vel,Home,3523.85,True
P006833,IndianRed Iusto,Beauty,6401.27,True
P007870,DarkSalmon Labore,Fashion,23562.96,True
P001873,LightGoldenRodYellow Dolor,Home,22208.3,True
P003985,Gray Laboriosam,Sports,6846.72,True
P009514,Expedite Efficient E-Commerce,Beauty,24060.05,True
P010066,MediumSeaGreen Iusto,Sports,22946.37,True
P005543,FireBrick Expedita,Books,24704.78,True
P000028,MediumVioletRed Non,Fashion,3329.99,True
P011164,Moccasin Laborum,Toys,4977.15,True
P005715,PowderBlue Expedita,Grocery,15803.75,True
P006686,Plum Magnam,Home,23748.1,True
P002324,NavajoWhite Dolore,Electronics,4639.57,True
P003357,LightBlue Laboriosam,Fashion,15691.69,True
P005756,MediumBlue Modi,Toys,8359.91,True
P011525,DarkGoldenRod Quasi,Beauty,3843.61,True
P002958,SeaGreen Numquam,Beauty,4334.07,True
P010711,IndianRed Sit,Toys,10926.53,True
P008425,LightSkyBlue Error,Beauty,11137.13,True
P014434,,Home,14250.32,True
P003238,LightCyan Nobis,Home,1812.71,True
P006787,LightGreen Odit,Home,3887.77,True
P012562,,Grocery,24002.69,True
P012831,Enhance Virtual Functionalities,Home,FREE,True
P012648,,Sports,2166.69,True
P007047,YellowGreen Velit,Sports,9670.58,True
P010978,Silver Magni,Beauty,6834.1,True
P001595,Aquamarine Accusamus,Sports,10336.45,True
P003024,Evolve Interactive Interfaces,Electronics,3439.18,True
P011439,LightSlateGray Vitae,Toys,20592.77,True
P005616,DarkMagenta Nisi,Toys,23455.61,True
P005695,LightGray Excepturi,Grocery,15989.03,True
P014727,Orchestrate Seamless Solutions,Fashion,FREE,True
P004619,PaleVioletRed Placeat,Home,21563.16,True
P003197,BlanchedAlmond Fuga,Grocery,22607.37,True
P006788,MediumSeaGreen Eligendi,Books,23151.4,True
P003631,Wheat Optio,Fashion,725.11,True
P006008,DarkSeaGreen Ea,Electronics,3268.08,True
P009200,AntiqueWhite Adipisci,Home,22115.06,True
P000164,DarkSlateGray Cupiditate,Sports,22063.33,True
P006745,DarkSlateBlue Animi,Home,21734.16,True
P006566,Deploy User-Centric Web Services,Electronics,18227.73,True
P004735,Generate Turn-Key Applications,Sports,23015.43,True
P010669,MediumTurquoise Non,Grocery,2524.35,True
P007047,Benchmark B2B Schemas,Electronics,3164.71,True
P011394,DarkSlateBlue Eaque,Sports,21315.78,True
P011672,Teal Aliquam,Sports,5981.54,True
P005105,Violet Dolorum,Electronics,15418.2,True
P011310,Crimson Eaque,Fashion,9782.69,True
P006350,Ivory Illum,Books,4232.26,True
P005752,Chocolate Id,Toys,4181.43,True
P008525,DarkTurquoise Asperiores,Toys,10884.02,True
P005041,WhiteSmoke Commodi,Books,21210.24,True
P010610,MediumSlateBlue Sapiente,Books,24201.28,True
P005100,DeepPink Hic,Toys,11412.37,True
P006558,Purple Aliquid,Sports,8981.84,True
P001575,NavajoWhite Quia,Sports,19593.7,True
P000278,AliceBlue Quam,Fashion,1023.03,True
P007900,Bisque Praesentium,Toys,20565.13,True
P002090,MediumTurquoise Laudantium,Sports,19367.48,True
P012141,Envisioneer Dynamic Channels,Home,-343.1800665811265,True
P001193,SeaShell Maxime,Fashion,7814.24,True
P006867,PaleVioletRed Voluptatibus,Sports,14998.11,True
P011158,MintCream Harum,Fashion,18040.59,True
P010812,PaleGreen Expedita,Electronics,19704.77,True
P001860,BlueViolet Vel,Books,17726.92,True
P013320,Iterate Value-Added Synergies,,FREE,True
P002456,DarkOliveGreen Dolorum,Fashion,9822.11,True
P005221,PowderBlue Voluptatem,Toys,3857.73,True
P014372,,Beauty,17157.97,True
P011487,MistyRose Natus,Toys,24380.85,True
P009918,PeachPuff Quam,Beauty,20198.2,True
P009188,Orange Voluptas,Fashion,24976.11,True
P005568,Syndicate Efficient Technologies,Grocery,18173.72,True
P009755,FireBrick Necessitatibus,Home,14063.63,True
P012588,,Home,15159.94,True
P001600,PaleTurquoise Amet,Home,4660.69,True
P011785,DarkSlateBlue Exercitationem,Fashion,15693.09,True
P007377,LightPink Odit,Grocery,2978.97,True
P013579,,Home,20443.94,True
P002819,Scale Innovative E-Markets,Toys,11359.83,True
P010967,AntiqueWhite Sit,Books,16622.77,True
P000633,PaleGoldenRod Dolorem,Home,7112.63,True
P010529,Tan Dolorem,Home,16822.03,True
P002774,MediumOrchid Porro,Books,15785.21,True
P009071,Maroon Voluptate,Fashion,24000.17,True
P013343,Extend Innovative Content,Sports,-943.1721299393877,True
P006400,Orchid Laboriosam,Home,17970.03,True
P000611,IndianRed Commodi,Grocery,18712.78,True
P004330,LightSlateGray Blanditiis,Toys,20270.08,True
P004473,FireBrick Dolores,Beauty,3501.48,True
P010722,Chartreuse Odio,Sports,16207.91,True
P002266,RosyBrown Culpa,Fashion,3653.05,True
P011154,Violet Deleniti,Beauty,14851.62,True
P002291,DeepPink Earum,Books,14147.19,True
P009720,Evolve Distributed Relationships,Beauty,23501.62,True
P003009,Brown Placeat,Grocery,7636.56,True
P006720,Red Pariatur,Home,3081.42,True
P008514,SkyBlue Nesciunt,Toys,20812.36,True
P010073,DeepSkyBlue Velit,Toys,23168.92,True
P012702,,Books,11734.4,True
P009802,MediumSeaGreen Magnam,Grocery,10363.38,True
P011829,Re-Contextualize Transparent Web Services,Grocery,18342.17,True
P006407,MediumPurple Ullam,Home,500.48,True
P013488,Expedite B2B Schemas,Grocery,FREE,True
P010103,AntiqueWhite Magnam,Grocery,14796.85,True
P001520,DarkOrchid Reprehenderit,Sports,5759.44,True
P010004,SeaGreen Velit,Electronics,8741.46,True
P012998,Transform Global Web Services,Beauty,-383.5020622634957,True
P002845,LimeGreen Animi,Home,15503.79,True
P013242,Incubate Cross-Platform Convergence,Beauty,FREE,True
P002539,SlateGray Doloremque,Beauty,13181.81,True
P001948,Red Minus,Beauty,12036.98,True
P003933,LimeGreen Corrupti,Electronics,7110.74,True
P005415,Purple Sint,Sports,8114.21,True
P010371,MistyRose Aliquam,Books,23607.7,True
P007398,Tan Aperiam,Grocery,20909.21,True
P009926,MediumPurple Voluptates,Books,1774.73,True
P002030,Wheat Laudantium,Electronics,14915.64,True
P006381,DarkGreen Iusto,Beauty,16473.59,True
P013161,,Home,8039.97,True
P006388,DarkSlateBlue Nobis,Toys,23664.2,True
P008523,LightSeaGreen Sapiente,Books,18968.4,True
P009753,White Facere,Books,18403.08,True
P010668,DeepSkyBlue Voluptatum,Sports,23326.84,True
P011411,MediumTurquoise Architecto,Home,6360.55,True
P011600,SteelBlue Saepe,Toys,13339.2,True
P008307,DarkGray Itaque,Sports,21812.22,True
P001742,Yellow Est,Books,14290.98,True
P009136,MediumTurquoise In,Electronics,9229.99,True
P004102,LightGray Esse,Home,24086.71,True
P014973,,Books,16229.6,True
P009619,SlateBlue Blanditiis,Home,963.45,True
P002576,Magenta Sunt,Grocery,18520.46,True
P003319,Black Dolor,Sports,16763.28,True
P010710,DarkOrchid Rerum,Grocery,2126.44,True
P005034,DarkGoldenRod Dolorum,Beauty,21938.74,True
P011272,DarkKhaki Consequuntur,Toys,22361.41,True
P000053,LightBlue Quisquam,Electronics,22819.52,True
P012470,Extend Killer Content,Sports,-193.6680881600813,True
P007417,LavenderBlush Cumque,Home,17268.92,True
P001029,CadetBlue Eveniet,Electronics,16128.45,True
P013473,,Sports,5548.24,True
P002697,Khaki Saepe,Books,12912.26,True
P014186,,Toys,1524.68,True
P005062,Aquamarine Facere,Fashion,21862.69,True
P007480,Gray Enim,Electronics,1882.03,True
P013679,Synthesize 24/7 Vortals,Books,-989.2536158106766,True
P012053,,Electronics,1799.29,True
P014997,Envisioneer Dot-Com Models,Home,FREE,True
P004272,CornflowerBlue Itaque,Sports,10158.23,True
P001334,Navy Impedit,Books,22956.71,True
P012501,,Grocery,22879.22,True
P014362,,Toys,8864.0,True
P007903,CadetBlue Ducimus,Toys,10396.54,True
P005463,Aqua Inventore,Toys,12251.19,True
P011737,Utilize Open-Source Users,Sports,5807.52,True
P004285,MediumVioletRed Tempora,Grocery,2444.95,True
P010869,OliveDrab Quae,Electronics,16516.11,True
P014260,Aggregate Real-Time Roi,Beauty,-435.18263273742343,True
P008051,Aquamarine Dignissimos,Home,20498.23,True
P003794,Disintermediate Ubiquitous Solutions,Electronics,14480.24,True
P003420,Chocolate Quasi,Electronics,10975.51,True
P005926,OrangeRed Dolore,Beauty,8773.57,True
P003872,Khaki Veritatis,Books,1984.3,True
P014206,Evolve Scalable E-Tailers,Beauty,FREE,True
P010021,Beige Qui,Sports,16844.94,True
P003541,Transform Virtual Interfaces,Electronics,2194.1,True
P001726,NavajoWhite Deserunt,Beauty,18620.18,True
P014493,Monetize E-Business Action-Items,Electronics,FREE,True
P003974,ForestGreen Maxime,Sports,22360.7,True
P002387,OldLace Sunt,Sports,22008.17,True
P009921,Gold Quam,Home,22130.13,True
P002823,DarkViolet Ex,Books,17364.1,True
P010496,Ivory Est,Beauty,8935.94,True
P012643,Deliver Open-Source Roi,Beauty,-466.18965390371505,True
P006376,Teal Ipsum,Fashion,10092.22,True
P008136,RoyalBlue Voluptatem,Fashion,21084.95,True
P013807,Reinvent Next-Generation Functionalities,Fashion,-356.1574366257506,True
P014952,,Fashion,9994.98,True
P000227,LightCoral Voluptatem,Books,23437.89,True
P003063,MediumOrchid Dolores,Grocery,14520.17,True
P010548,LightSkyBlue Consequatur,Grocery,5601.41,True
P012355,,Electronics,16450.14,True
P010854,Tan Dolor,Toys,388.81,True
P006041,Tan Quaerat,Toys,18001.98,True
P004591,DarkSalmon Tempora,Electronics,2225.02,True
P006601,DarkOrange Officiis,Sports,7411.27,True
P000610,Cyan Voluptatum,Toys,21445.82,True
P008230,SlateBlue Porro,Books,8295.21,True
P013822,Syndicate Integrated Convergence,,-208.90430044345305,True
P002592,LightYellow Rem,Books,2983.57,True
P004212,MistyRose Corrupti,Books,4397.02,True
P006764,FloralWhite Harum,Beauty,735.73,True
P002374,SpringGreen Suscipit,Grocery,18846.99,True
P007787,MidnightBlue Labore,Toys,5561.22,True
P001842,MintCream Eos,Grocery,6384.01,True
P009419,ForestGreen Nemo,Fashion,3928.54,True
P002376,Aquamarine Doloribus,Sports,12687.98,True
P000510,MidnightBlue Mollitia,Books,8637.27,True
P008408,Tomato Praesentium,Grocery,10180.05,True
P006336,BlanchedAlmond Magnam,Sports,1342.19,True
P007210,DarkOrange Excepturi,Beauty,2257.26,True
P001644,NavajoWhite Distinctio,Fashion,23708.06,True
P004185,SeaGreen Iusto,Toys,15993.83,True
P000593,DarkSlateBlue Ea,Toys,7708.23,True
P014592,Evolve Innovative Relationships,Sports,-776.4362980558549,True
P007952,FireBrick Vitae,Home,9515.89,True
P011583,Violet Blanditiis,Toys,24968.5,True
P000314,LightCyan Architecto,Sports,24758.01,True
P006088,Aqua Rem,Home,11638.49,True
P001206,DarkGreen Commodi,Fashion,11150.04,True
P014121,Morph Holistic Solutions,Books,-423.8958309794669,True
P006277,Orange Voluptatum,Fashion,11717.56,True
P008611,Navy Itaque,Beauty,22117.61,True
P000541,Thistle Voluptas,Home,15413.77,True
P009283,Moccasin Veniam,Home,15281.87,True
P006830,AliceBlue Fugit,Sports,8619.03,True
P014499,,,1333.96,True
P014037,,Grocery,4945.45,True
P008168,MediumSeaGreen Eveniet,Beauty,7632.43,True
P001385,Re-Contextualize Granular Infrastructures,Fashion,23763.65,True
P000564,Violet Libero,Fashion,7506.13,True
P006332,Turquoise Consequatur,Electronics,16930.62,True
P010474,DarkGoldenRod Itaque,Fashion,16682.18,True
P008541,LightSkyBlue Quas,Toys,21458.45,True
P000117,Green Amet,Books,8015.16,True
P014454,,Beauty,10029.36,True
P004918,SeaGreen Iure,Electronics,22785.77,True
P005383,Blue Consectetur,Sports,12058.71,True
P014065,Productize Bleeding-Edge Communities,Grocery,-43.92656084023647,True
P005605,SkyBlue Facere,Fashion,13978.71,True
P008414,Facilitate World-Class Deliverables,Electronics,8230.58,True
P010515,Seize Back-End Technologies,,1167.2,True
P005663,Violet Possimus,Beauty,11852.62,True
P007695,MediumPurple Iure,Electronics,7575.14,True
P005228,FloralWhite Consectetur,Grocery,4768.51,True
P014031,Brand Extensible Systems,Sports,FREE,True
P005743,DarkViolet Distinctio,Sports,21172.69,True
P011212,DarkGray Suscipit,Electronics,7775.75,True
P004071,LightSeaGreen Assumenda,Books,23429.51,True
P003507,MediumAquaMarine Dicta,Toys,9289.22,True
P002493,DarkRed Vero,Grocery,6209.23,True
P013709,Benchmark Wireless Web Services,Grocery,FREE,True
P000477,LightYellow Qui,Grocery,21606.03,True
P014038,,Beauty,4800.01,True
P013661,Seize Value-Added Paradigms,Grocery,-779.8903619488628,True
P004008,SeaShell Magnam,Fashion,1088.8,True
P004162,MediumSeaGreen Deserunt,Electronics,2845.58,True
P010972,Chartreuse Quisquam,Electronics,23309.41,True
P008648,Bisque Veritatis,Toys,1424.99,True
P010296,Brown Illum,Electronics,18154.78,True
P008226,Aqua Iure,Fashion,24505.96,True
P013797,,Books,7209.77,True
P008237,DarkSlateBlue Ipsum,Grocery,1864.4,True
P010723,NavajoWhite Ipsa,Fashion,10463.4,True
P010069,Gray Omnis,Beauty,3831.41,True
P009891,GoldenRod Nulla,Electronics,10505.28,True
P011178,DarkGray Amet,Grocery,9528.97,True
P007343,Wheat Odio,Toys,4819.11,True
P001469,Ivory Fuga,Books,22008.69,True
P011203,Fuchsia Nihil,Electronics,14098.5,True
P003121,SlateGray Harum,Electronics,22042.88,True
P002312,SandyBrown Labore,Sports,9292.28,True
P003741,PowderBlue Nobis,Grocery,10558.35,True
P000347,MediumBlue Quo,Electronics,5058.67,True
P006254,LawnGreen Cumque,Books,18375.86,True
P009810,PapayaWhip Fuga,Sports,1752.15,True
P007811,PeachPuff Veniam,Beauty,12547.89,True
P009247,OliveDrab Totam,Electronics,12742.26,True
P003500,MediumSeaGreen Commodi,Beauty,16304.37,True
P014868,Integrate Robust Mindshare,Electronics,FREE,True
P000518,Ivory Quis,Fashion,12821.18,True
P005423,Turquoise Illum,Fashion,16299.46,True
P014426,,Fashion,7451.15,True
P002877,DarkCyan Reprehenderit,Sports,19104.04,True
P005758,LavenderBlush Minus,Books,8943.37,True
P001188,Ivory Odio,Electronics,2033.8,True
P000156,Indigo Possimus,Beauty,12624.51,True
P007544,Snow Consequatur,Sports,19985.55,True
P012260,,Grocery,6839.61,True
P011736,LightSteelBlue Quo,Sports,13639.05,True
P007800,PaleGoldenRod Id,Electronics,8451.78,True
P010522,Indigo Quas,Toys,7936.34,True
P006292,Azure Distinctio,Grocery,15398.4,True
P004739,DarkSlateGray Eaque,Home,4065.08,True
P002756,Architect 24/7 Vortals,Electronics,4510.39,True
P000605,MediumSpringGreen Unde,Sports,19882.39,True
P003698,Orchid Alias,Toys,23821.91,True
P007581,Cornsilk Corporis,Grocery,24972.33,True
P006018,DarkViolet Porro,Books,11492.46,True
P011806,DarkOrchid Odio,Books,4072.51,True
P000689,LightBlue Iure,Books,16351.54,True
P006649,HotPink Odit,Toys,5580.73,True
P010517,SandyBrown Quas,Electronics,6775.23,True
P004151,SeaGreen Fugit,Sports,14255.31,True
P000783,RosyBrown Eveniet,Toys,6734.9,True
P002525,MintCream Repudiandae,Home,11734.08,True
P002424,MediumTurquoise Natus,Toys,6420.96,True
P008783,LawnGreen Quos,Grocery,16291.06,True
P010095,DarkSlateBlue Enim,Sports,2966.73,True
P012073,Enable Holistic Relationships,Beauty,-985.8588932070522,True
P008394,NavajoWhite Laborum,Fashion,24505.64,True
P007463,Gray Vitae,Beauty,13551.07,True
P013933,,Books,8023.91,True
P012727,Streamline Intuitive Communities,Home,FREE,True
P009251,Cyan Magnam,Toys,4813.58,True
P004595,SeaShell Doloremque,Beauty,20156.69,True
P014682,,Toys,6699.26,True
P013855,Leverage Frictionless Networks,Electronics,FREE,True
P010457,PaleTurquoise Ipsam,Sports,4100.19,True
P001858,Gainsboro Blanditiis,Sports,5100.39,True
P000288,White Delectus,Beauty,1806.93,True
P010780,Violet Maxime,Grocery,4743.2,True
P013325,Exploit Dot-Com Niches,,FREE,True
P011151,IndianRed Consectetur,Beauty,13974.24,True
P012756,Synthesize Bleeding-Edge E-Markets,Beauty,-487.10382358955434,True
P012321,Engineer Value-Added Web Services,Beauty,FREE,True
P014702,Re-Intermediate Cross-Media Vortals,Home,FREE,True
P011977,SaddleBrown Placeat,Home,18441.3,True
P000257,FloralWhite Natus,Sports,4900.42,True
P003493,Peru Perferendis,Sports,353.77,True
P000591,LightGoldenRodYellow Reprehenderit,Electronics,20643.41,True
P004294,PaleVioletRed Ipsa,Sports,23465.32,True
P007533,Plum Assumenda,Beauty,3117.67,True
P007707,LightCyan Minus,Beauty,6512.51,True
P008841,OrangeRed Consectetur,Home,881.28,True
P002575,Cyan Nesciunt,Sports,8767.52,True
P013003,Leverage Frictionless Paradigms,Grocery,-10.98597926544068,True
P001633,LightSlateGray Dolor,Home,1192.7,True
P008822,LavenderBlush Laborum,Sports,10855.75,True
P000486,Visualize Visionary Networks,Books,18619.16,True
P006146,DarkKhaki Esse,Sports,15071.56,True
P010141,AliceBlue Rerum,Grocery,13356.25,True
P014071,Enable Open-Source Portals,Fashion,-297.5781436887408,True
P003555,MistyRose Provident,Grocery,2527.93,True
P010581,Brown Quasi,Home,24919.16,True
P008952,Gainsboro Est,Fashion,8767.16,True
P010164,LightYellow Mollitia,Grocery,8326.15,True
P010818,DeepSkyBlue Quidem,Electronics,2405.07,True
P004135,PeachPuff Ad,Home,11719.66,True
P003253,HotPink Distinctio,Electronics,24119.66,True
P004772,LightSkyBlue Porro,Electronics,23388.41,True
P009472,PaleGoldenRod Minus,Books,22419.09,True
P011011,Tan Dolorem,Fashion,15503.27,True
P000763,DarkSlateBlue Quidem,Beauty,6939.08,True
P005489,Black Eligendi,Home,6240.77,True
P010341,Purple Cum,Sports,5352.6,True
P001028,DarkOrange Accusantium,Electronics,14287.93,True
P004126,SeaGreen Voluptates,Toys,12920.28,True
P008982,RoyalBlue Eius,Sports,8803.77,True
P003804,Maroon Dicta,Sports,19503.03,True
