payment_id,order_id,payment_amount,payment_method,payment_date
PM00002878,O00132956,41755.9,COD,2024-05-15 17:44:03.053035
PM00084132,O00015987,14515.49,UPI,2024-06-28 17:44:09.000917
PM00029878,O00021801,39775.15,NETBANKING,2024-03-19 17:44:05.645912
PM00087585,O00113632,49996.54,CARD,2024-10-25 17:44:09.157839
PM00027397,O00023180,14138.16,CARD,2024-03-30 17:44:05.407791
PM00035225,O00050097,4318.28,CARD,2024-09-10 17:44:06.162221
PM00107280,O00134717,47821.17,COD,2024-02-19 17:44:10.058171
PM00002825,O00030518,39639.9,,2024-06-15 17:44:10.949858
PM00092035,O00040592,34407.25,CARD,2025-11-16 17:44:09.358684
PM00005214,O00061640,-892.9413887622536,WALLET,2025-08-30 17:44:11.122621
PM00068748,O00090042,26653.96,NETBANKING,2024-04-23 17:44:08.303578
PM00062930,O00042926,21573.44,CARD,2024-04-16 17:44:08.038889
PM00037416,O00017073,24394.61,NETBANKING,2025-10-29 17:44:06.371796
PM00108464,O00017244,1493.59,CARD,2024-12-25 17:44:10.112815
PM00093986,O00118096,7094.78,COD,2025-09-28 17:44:09.446248
PM00063943,O00119835,1392.24,COD,2025-07-27 17:44:08.086776
PM00043808,O00015741,15020.9,UPI,2025-05-20 17:44:06.981191
PM00000138,O00118155,19522.0,COD,2024-04-26 17:44:02.784761
PM00110260,O00099943,41209.94,NETBANKING,2025-05-26 17:44:10.196355
PM00093056,O00163462,41451.91,UPI,2024-07-30 17:44:09.404495
PM00099407,O00058479,37575.82,WALLET,2024-09-11 17:44:09.691016
PM00065654,O00037881,3837.02,WALLET,2024-10-18 17:44:08.163668
PM00064961,O00124060,41947.49,WALLET,2024-09-04 17:44:08.132291
PM00019290,O00008881,MANY,UPI,2025-07-31 17:44:12.134911
PM00049804,O00126124,47934.85,WALLET,2024-10-31 17:44:07.445773
PM00062019,O00134448,25177.07,UPI,2025-10-11 17:44:07.997734
PM00113776,O00031731,28855.48,WALLET,2025-05-05 17:44:10.357920
PM00006138,O00130505,43977.4,UPI,2024-07-15 17:44:03.367269
PM00030401,O00173012,24348.52,CARD,2025-05-01 17:44:05.696439
PM00012727,O00129279,17717.1,CARD,2025-05-02 17:44:11.452282
PM00019466,O00134125,670.4,WALLET,2025-06-30 17:44:04.642824
PM00030812,O00016929,44921.42,UPI,2025-04-08 17:44:05.736074
PM00005111,O00156645,7447.85,WALLET,2024-12-04 17:44:03.268971
PM00007927,O00152227,10311.24,NETBANKING,2025-07-06 17:44:03.538406
PM00084840,O00020864,26960.64,NETBANKING,2024-11-09 17:44:09.033644
PM00051799,O00078887,38512.85,CARD,2024-10-11 17:44:07.535797
PM00076003,O00121891,35005.63,COD,2025-09-15 17:44:08.633970
PM00019276,__ORPHAN__,43240.55,CARD,2025-07-05 17:44:12.133928
PM00024672,O00121964,20938.77,COD,2024-02-21 17:44:05.145227
PM00007767,O00062020,29660.71,WALLET,2024-06-18 17:44:03.522213
PM00095911,O00126960,5520.15,UPI,2024-12-06 17:44:09.532968
PM00050767,O00078687,35400.06,NETBANKING,2025-10-08 17:44:07.489487
PM00015274,O00046573,15550.66,WALLET,2024-11-30 17:44:04.241261
PM00095246,O00035958,7420.5,CARD,2025-02-05 17:44:09.503288
PM00057247,O00163836,33797.07,NETBANKING,2024-07-31 17:44:07.781680
PM00026295,O00160710,859.41,UPI,2024-03-09 17:44:11.189574
PM00037830,O00074713,44091.92,CARD,2024-01-07 17:44:06.411263
PM00093154,O00155096,11473.88,NETBANKING,2025-06-26 17:44:09.408996
PM00093459,O00135496,46712.77,COD,2025-03-13 17:44:09.422611
PM00011465,O00033751,39422.13,COD,2024-02-26 17:44:03.876316
PM00018758,O00060375,5729.0,UPI,2024-06-05 17:44:11.856955
PM00110622,O00052442,45608.27,CARD,2024-06-25 17:44:10.213521
PM00007968,O00172488,47884.78,WALLET,2025-05-16 17:44:03.542305
PM00041275,O00097804,48062.73,CARD,2025-08-05 17:44:06.740637
PM00093443,O00172691,40767.0,UPI,2025-08-10 17:44:09.421900
PM00012362,O00064266,10207.56,CARD,2025-08-12 17:44:03.963351
PM00097910,O00082512,6602.68,UPI,2025-08-28 17:44:11.955039
PM00074488,O00065641,13785.74,NETBANKING,2024-11-14 17:44:08.565679
PM00050547,O00048692,19171.38,UPI,2024-07-12 17:44:07.479488
PM00013447,O00089742,36930.62,CARD,2024-06-01 17:44:04.066735
PM00054289,O00081482,38776.5,WALLET,2025-04-23 17:44:07.647839
PM00045424,O00048605,34964.86,WALLET,2024-04-24 17:44:07.138209
PM00009470,__ORPHAN__,10350.72,NETBANKING,2024-04-22 17:44:11.440006
PM00039205,O00014405,33739.74,WALLET,2024-05-22 17:44:06.542570
PM00015518,O00017108,46113.32,UPI,2025-07-12 17:44:04.264356
PM00012232,O00018813,14569.63,,2025-01-25 17:44:11.636128
PM00076136,O00081821,30654.71,COD,2025-05-26 17:44:08.640096
PM00009065,O00039657,3083.26,COD,2024-02-25 17:44:03.647514
PM00045651,O00003224,36224.06,COD,2025-07-26 17:44:07.160877
PM00020751,O00168987,23578.06,NETBANKING,2024-10-28 17:44:04.765327
PM00063140,O00050778,20645.04,WALLET,2025-04-01 17:44:08.048592
PM00011211,O00096520,MANY,NETBANKING,2025-07-20 17:44:11.563016
PM00067980,O00119747,37918.18,COD,2024-03-19 17:44:08.268760
PM00060257,O00081212,39529.44,NETBANKING,2024-10-25 17:44:07.917783
PM00103606,O00058728,34098.54,UPI,2025-07-02 17:44:09.885086
PM00005505,O00141277,6310.36,,2025-04-01 17:44:11.143602
PM00098987,O00137084,46272.99,COD,2025-07-05 17:44:09.671777
PM00024407,O00042684,21794.49,UPI,2024-02-07 17:44:05.118893
PM00071349,O00083494,36014.18,UPI,2025-03-17 17:44:08.421402
PM00102723,O00160125,22740.28,UPI,2025-05-12 17:44:09.845522
PM00063706,O00013993,19511.2,WALLET,2025-07-08 17:44:08.076151
PM00098853,O00053920,10120.75,WALLET,2024-08-08 17:44:09.665826
PM00088012,O00078014,10556.75,WALLET,2024-02-14 17:44:09.177169
PM00036997,O00065778,34700.62,CARD,2025-11-03 17:44:06.332031
PM00010109,__ORPHAN__,4388.2,UPI,2024-11-02 17:44:11.485510
PM00025291,O00143608,33288.57,COD,2025-08-13 17:44:05.206641
PM00089036,O00057249,13185.37,NETBANKING,2025-08-06 17:44:09.223386
PM00041169,O00061150,4849.62,CARD,2024-07-30 17:44:06.730529
PM00072719,O00038233,12433.35,NETBANKING,2024-02-03 17:44:08.484668
PM00110778,O00153511,5761.26,NETBANKING,2024-11-26 17:44:10.220947
PM00115243,O00053119,3871.93,COD,2024-05-13 17:44:10.424002
PM00018012,O00050243,14968.41,WALLET,2025-06-06 17:44:04.502656
PM00091958,O00082218,19445.26,WALLET,2024-08-15 17:44:09.355033
PM00052000,O00139253,30987.04,NETBANKING,2025-10-09 17:44:07.544664
PM00010620,O00016513,16869.58,NETBANKING,2024-06-14 17:44:03.796191
PM00047929,O00128252,9526.5,COD,2024-10-29 17:44:07.360347
PM00086136,O00028070,40490.08,NETBANKING,2024-03-30 17:44:09.092711
PM00026073,O00053607,26856.15,COD,2024-09-26 17:44:05.281527
PM00004479,O00077019,29334.16,COD,2024-07-21 17:44:03.208722
PM00084291,O00058759,32368.77,UPI,2024-06-02 17:44:09.008282
PM00083617,O00072684,19425.87,CARD,2024-06-13 17:44:08.977638
PM00110481,O00051429,13123.57,CARD,2025-08-20 17:44:10.206818
PM00045281,O00098143,36680.55,CARD,2025-05-28 17:44:07.124702
PM00008190,O00107413,25653.76,CARD,2024-03-25 17:44:03.564248
PM00026142,O00064570,22173.93,COD,2024-02-07 17:44:05.288141
PM00108000,O00127948,27974.36,NETBANKING,2025-07-08 17:44:10.091309
PM00099149,O00029769,36337.4,COD,2025-05-20 17:44:09.679186
PM00079168,O00026628,19543.81,UPI,2025-11-08 17:44:08.776812
PM00014653,O00088328,-935.1823107178303,CARD,2024-10-07 17:44:11.806831
PM00062062,O00008941,22692.53,NETBANKING,2025-10-25 17:44:07.999893
PM00100244,O00148498,6844.06,COD,2024-01-20 17:44:09.728880
PM00050078,O00027798,29218.35,UPI,2024-06-13 17:44:07.458444
PM00015139,O00140177,10422.72,UPI,2024-09-01 17:44:04.228300
PM00014984,O00166838,31974.86,,2024-07-11 17:44:11.830586
PM00006360,__ORPHAN__,42643.42,COD,2025-04-04 17:44:11.204780
PM00059258,O00136325,9082.35,CARD,2025-02-06 17:44:11.657797
PM00032224,O00023155,8695.55,WALLET,2025-07-31 17:44:05.871588
PM00093250,O00134772,11625.01,COD,2024-11-05 17:44:09.413363
PM00004604,O00135112,31669.34,WALLET,2024-07-09 17:44:03.220630
PM00108783,O00151745,16936.06,COD,2024-06-19 17:44:10.127504
PM00094041,O00018659,49386.1,COD,2024-03-12 17:44:09.448947
PM00045089,O00018747,44474.03,NETBANKING,2025-10-23 17:44:07.106570
PM00006655,O00049389,44970.09,WALLET,2025-09-23 17:44:03.416241
PM00042174,O00089687,17901.89,CARD,2025-03-31 17:44:06.826054
PM00031149,O00095091,44888.36,COD,2024-03-04 17:44:05.768285
PM00060864,O00130278,49945.15,WALLET,2025-07-21 17:44:07.945779
PM00105305,O00148657,32140.33,CARD,2025-07-20 17:44:09.966477
PM00012555,O00134722,15282.14,WALLET,2025-01-20 17:44:11.148719
PM00011941,O00017012,25558.68,CARD,2025-04-16 17:44:03.922098
PM00087099,O00022059,5792.77,COD,2024-04-26 17:44:09.135839
PM00048545,O00020521,9244.4,NETBANKING,2025-06-30 17:44:07.389156
PM00003788,__ORPHAN__,43850.65,CARD,2025-01-01 17:44:11.019310
PM00002645,O00108638,11776.48,NETBANKING,2025-08-30 17:44:03.030665
PM00047092,O00039209,11803.94,WALLET,2024-10-30 17:44:07.298116
PM00012008,O00114041,46681.76,WALLET,2025-03-28 17:44:03.928613
PM00115255,O00138380,21019.9,NETBANKING,2024-12-29 17:44:10.424563
PM00012784,O00168128,32937.76,COD,2024-04-21 17:44:04.003826
PM00008919,__ORPHAN__,8051.92,UPI,2025-10-21 17:44:11.401296
PM00047088,O00167128,35612.21,COD,2025-01-13 17:44:07.297658
PM00096586,O00141212,11390.11,WALLET,2025-02-09 17:44:09.563228
PM00057580,O00042960,8841.66,UPI,2024-01-30 17:44:07.796810
PM00090185,O00059439,11450.36,,2025-05-16 17:44:12.005317
PM00073464,O00026319,14133.71,CARD,2025-01-14 17:44:08.518880
PM00076127,O00009346,37275.74,COD,2025-07-23 17:44:08.639688
PM00057901,O00050094,30247.26,COD,2024-09-03 17:44:07.811409
PM00062107,O00029739,20062.46,NETBANKING,2025-09-28 17:44:08.001968
PM00005084,__ORPHAN__,6452.48,UPI,2024-07-07 17:44:11.113289
PM00042595,O00126287,41814.9,CARD,2024-04-22 17:44:06.866324
PM00062478,O00063221,8971.75,UPI,2024-12-15 17:44:08.018603
PM00067553,O00083856,8705.99,COD,2025-08-26 17:44:08.249438
PM00109320,O00134739,24270.6,UPI,2024-08-10 17:44:10.152220
PM00030722,O00025390,45072.44,UPI,2024-04-05 17:44:05.727242
PM00000610,O00105647,625.78,NETBANKING,2025-03-10 17:44:02.831281
PM00109768,O00080434,17066.08,NETBANKING,2025-02-14 17:44:10.172639
PM00113618,O00154695,27677.22,UPI,2024-10-13 17:44:10.350872
PM00018873,O00164415,44473.59,UPI,2024-06-03 17:44:04.586690
PM00099940,O00026506,31992.99,UPI,2025-08-25 17:44:09.714958
PM00009449,O00142925,15440.0,WALLET,2024-03-14 17:44:11.193534
PM00111825,O00029092,47943.34,UPI,2024-12-15 17:44:10.268946
PM00050955,O00026035,16115.11,NETBANKING,2024-05-08 17:44:07.497840
PM00044549,O00062787,12921.65,UPI,2025-07-12 17:44:07.052389
PM00009540,O00069432,264.99,UPI,2025-08-20 17:44:03.693006
PM00020120,O00040631,35120.31,NETBANKING,2024-06-09 17:44:04.705737
PM00017228,O00029573,MANY,NETBANKING,2025-01-28 17:44:11.989558
PM00009549,O00077507,13021.38,COD,2024-10-13 17:44:03.693856
PM00116411,O00057735,15159.81,UPI,2024-04-18 17:44:10.476715
PM00006972,O00096752,-162.25303249261538,,2024-02-20 17:44:11.248125
PM00064773,O00057977,28522.29,CARD,2025-09-04 17:44:08.123991
PM00069070,O00056539,24259.98,NETBANKING,2024-10-26 17:44:08.318173
PM00084777,O00086894,32713.96,COD,2024-04-24 17:44:09.030695
PM00086610,O00013821,28248.97,UPI,2024-09-11 17:44:09.114089
PM00019904,O00147942,MANY,,2024-08-11 17:44:12.177775
PM00037227,O00068785,47994.04,CARD,2025-08-04 17:44:06.353859
PM00091905,O00067524,10986.85,NETBANKING,2025-01-28 17:44:09.352688
PM00061888,O00080300,25828.65,UPI,2024-05-29 17:44:07.991928
PM00095541,O00092818,30900.36,UPI,2024-08-06 17:44:11.815617
PM00038848,O00039396,16949.43,WALLET,2025-07-03 17:44:06.508676
PM00006846,__ORPHAN__,7871.25,COD,2024-05-02 17:44:11.239048
PM00002108,O00029849,11181.22,,2024-01-21 17:44:10.898585
PM00021372,O00120486,37793.27,COD,2025-03-15 17:44:04.824548
PM00074136,O00126945,18868.17,UPI,2025-02-25 17:44:08.549162
PM00055907,O00060626,26399.06,UPI,2025-08-22 17:44:07.720701
PM00083402,O00056039,14830.52,CARD,2024-06-09 17:44:08.967725
PM00049882,O00122378,15380.46,WALLET,2024-08-24 17:44:07.449252
PM00045184,O00113220,28664.53,UPI,2024-10-06 17:44:07.115612
PM00029937,O00113800,7413.67,COD,2024-11-01 17:44:05.651463
PM00018832,O00145305,MANY,,2025-10-08 17:44:12.103006
PM00058066,O00075083,30188.68,UPI,2024-08-09 17:44:07.819180
PM00110601,O00030270,21316.81,UPI,2025-11-10 17:44:10.212542
PM00016971,__ORPHAN__,19734.71,WALLET,2025-02-24 17:44:11.971372
PM00015265,O00048098,13733.41,COD,2024-04-12 17:44:04.240422
PM00041750,O00026002,12892.17,CARD,2024-06-07 17:44:06.785616
PM00010257,O00069643,MANY,COD,2024-02-23 17:44:11.496016
PM00099570,O00015705,17173.9,NETBANKING,2025-08-28 17:44:09.698383
PM00012262,O00126597,MANY,,2024-10-13 17:44:11.638306
PM00005410,O00074065,-531.9604616258121,CARD,2025-04-06 17:44:11.136787
PM00053630,O00165130,7260.97,COD,2024-12-11 17:44:07.618125
PM00053441,O00066947,44726.35,COD,2024-11-30 17:44:07.609540
PM00044637,O00103199,10915.56,WALLET,2024-05-12 17:44:07.062845
PM00016680,O00030440,2213.88,COD,2024-04-20 17:44:04.376153
PM00052655,O00158487,3046.63,CARD,2024-11-07 17:44:07.574516
PM00044084,O00033033,41504.27,UPI,2024-06-29 17:44:07.007557
PM00075890,O00038508,9218.92,NETBANKING,2025-01-14 17:44:08.628967
PM00097622,O00124177,43790.39,COD,2024-12-06 17:44:09.610701
PM00001888,O00073773,12632.55,COD,2025-10-07 17:44:02.955854
PM00045898,O00100282,1721.78,COD,2025-03-22 17:44:11.620240
PM00097111,O00157135,35253.53,NETBANKING,2024-11-30 17:44:09.586958
PM00044047,O00098917,28307.32,CARD,2024-04-13 17:44:11.712064
PM00007356,O00141519,32093.81,WALLET,2024-08-28 17:44:03.482958
PM00104884,O00108935,24626.48,CARD,2024-04-14 17:44:09.946022
PM00079472,O00174095,29375.8,CARD,2025-04-29 17:44:08.790465
PM00095219,O00103612,10996.97,NETBANKING,2024-07-10 17:44:09.502087
PM00049139,O00132501,26767.43,NETBANKING,2025-05-13 17:44:07.415973
PM00108936,O00044464,8653.8,COD,2025-06-23 17:44:10.134539
PM00010409,O00093417,33905.84,COD,2025-10-13 17:44:03.776105
PM00011819,O00000994,-871.3043607049265,UPI,2025-02-07 17:44:11.606284
PM00084983,O00088617,19235.24,WALLET,2025-09-13 17:44:09.040221
PM00010743,O00066807,16563.34,WALLET,2025-08-24 17:44:03.808014
PM00058221,O00099172,46448.91,NETBANKING,2024-01-27 17:44:07.826196
PM00099579,O00174193,35479.67,NETBANKING,2024-06-06 17:44:09.698779
PM00040528,O00005230,44028.51,WALLET,2024-10-21 17:44:06.669748
PM00048724,O00059988,5603.18,UPI,2025-09-06 17:44:07.397362
PM00025149,O00132113,11333.99,COD,2025-08-11 17:44:05.191818
PM00090433,O00073427,1148.75,,2024-10-31 17:44:10.809029
PM00055081,O00098615,34833.45,WALLET,2024-05-13 17:44:07.683473
PM00015806,O00156407,46136.37,COD,2025-10-23 17:44:04.291860
PM00075234,O00049168,25006.72,WALLET,2024-12-31 17:44:08.599592
PM00108278,O00162461,34220.0,UPI,2025-01-10 17:44:10.104230
PM00019823,__ORPHAN__,43549.31,WALLET,2025-03-17 17:44:12.172098
PM00109675,O00121968,36369.36,COD,2025-06-25 17:44:10.168398
PM00098049,O00079152,13939.93,UPI,2024-01-16 17:44:09.630134
PM00086327,O00030934,3000.92,WALLET,2025-10-30 17:44:09.101315
PM00029914,O00108729,8814.76,COD,2025-03-13 17:44:05.649308
PM00073668,O00174032,1464.17,COD,2024-10-09 17:44:08.527962
PM00004094,O00087541,40721.62,UPI,2025-04-20 17:44:03.171949
PM00065159,O00174085,1267.67,UPI,2025-06-08 17:44:08.141055
PM00111632,O00112138,40084.52,UPI,2025-07-02 17:44:10.260350
PM00010423,O00089728,33178.99,CARD,2024-08-12 17:44:03.777406
PM00060830,O00138697,15408.76,WALLET,2024-03-08 17:44:07.944236
PM00107182,O00082279,34037.28,CARD,2025-01-06 17:44:10.053466
PM00072787,O00010801,12374.05,NETBANKING,2024-09-26 17:44:08.487975
PM00061563,O00090572,6442.98,CARD,2025-04-12 17:44:07.977246
PM00051247,O00036844,1730.1,NETBANKING,2024-02-26 17:44:07.511006
PM00116072,O00103764,11241.6,UPI,2024-12-23 17:44:10.461477
PM00089971,O00104265,27629.15,UPI,2025-01-14 17:44:09.265292
PM00015813,O00095419,19594.71,UPI,2025-05-10 17:44:04.292521
PM00011840,O00056899,4566.65,NETBANKING,2025-02-03 17:44:03.912531
PM00020468,O00150182,39387.95,UPI,2024-08-27 17:44:04.738644
PM00037523,O00148725,7319.07,CARD,2025-01-03 17:44:06.382006
PM00100976,O00159679,22168.84,CARD,2025-05-30 17:44:09.762103
PM00049913,O00061121,33679.85,WALLET,2024-10-27 17:44:07.450629
PM00010113,O00113196,42701.18,COD,2025-06-10 17:44:03.748129
PM00029526,O00161916,10068.31,CARD,2024-05-18 17:44:05.612529
PM00006514,O00066667,4365.1,CARD,2024-03-06 17:44:03.402869
PM00035473,O00082744,32808.2,WALLET,2025-10-07 17:44:06.185601
PM00017956,O00135378,5586.25,CARD,2025-11-16 17:44:04.497309
PM00022666,O00128694,913.37,CARD,2025-08-18 17:44:04.948194
PM00083668,O00163014,37854.74,CARD,2025-02-01 17:44:08.979903
PM00093526,O00174911,757.44,CARD,2024-04-24 17:44:09.425762
PM00035186,O00048978,15506.34,COD,2024-08-02 17:44:06.158516
PM00005618,O00094033,37790.89,UPI,2024-09-21 17:44:03.316971
PM00109706,O00157797,35573.02,COD,2025-11-02 17:44:10.169812
PM00018619,O00007058,32740.98,,2025-05-25 17:44:12.087979
PM00112255,O00134361,49483.86,WALLET,2025-05-02 17:44:10.289026
PM00067296,O00108195,40576.72,WALLET,2025-05-08 17:44:08.237987
PM00017404,O00058264,MANY,WALLET,2024-04-10 17:44:12.001759
PM00046452,O00093474,46092.51,NETBANKING,2024-10-13 17:44:07.237421
PM00011420,O00055782,32837.13,NETBANKING,2024-03-18 17:44:03.871909
PM00095498,O00097986,18581.07,NETBANKING,2025-06-11 17:44:09.514446
PM00031722,O00076664,26750.46,CARD,2024-11-02 17:44:05.822962
PM00115413,O00157923,9983.9,COD,2024-12-19 17:44:10.431611
PM00046524,O00126761,4661.56,COD,2024-01-14 17:44:07.244227
PM00033119,O00038812,36199.37,COD,2024-04-24 17:44:05.956847
PM00015669,O00122051,16182.57,COD,2025-01-20 17:44:04.278726
PM00078585,O00068345,34715.19,NETBANKING,2025-11-19 17:44:08.750377
PM00095075,O00087553,11601.03,CARD,2024-01-24 17:44:09.495628
PM00094229,O00013542,43156.49,UPI,2025-09-15 17:44:09.457478
PM00104303,O00130482,21469.03,NETBANKING,2024-01-25 17:44:09.916795
PM00015314,O00094523,48018.88,NETBANKING,2024-01-28 17:44:04.245033
PM00101854,O00173053,28348.74,COD,2024-12-22 17:44:09.806014
PM00081891,O00062892,21196.53,WALLET,2025-10-16 17:44:08.899967
PM00042389,O00101677,491.75,WALLET,2024-04-12 17:44:06.846764
PM00024307,O00173937,3232.6,CARD,2025-04-22 17:44:05.109061
PM00110692,O00162085,39264.24,UPI,2024-04-06 17:44:10.216800
PM00084286,O00058313,39773.93,COD,2025-02-13 17:44:09.008063
PM00006253,__ORPHAN__,26607.89,COD,2024-04-01 17:44:11.197340
PM00091471,O00121754,3790.52,WALLET,2024-07-01 17:44:09.333382
PM00049664,O00032608,19755.78,WALLET,2025-08-24 17:44:07.439505
PM00035591,O00161354,13817.39,NETBANKING,2024-05-31 17:44:06.197114
PM00114886,O00131507,16492.93,WALLET,2024-06-26 17:44:10.407946
PM00014391,O00001835,34740.2,COD,2025-07-23 17:44:04.157239
PM00016188,O00139400,-505.4672355763612,UPI,2025-11-22 17:44:11.916465
PM00097700,O00031341,30813.65,NETBANKING,2024-02-19 17:44:09.614233
PM00002782,O00018233,18128.45,COD,2025-02-28 17:44:03.043802
PM00108396,O00045699,7840.35,CARD,2025-07-17 17:44:11.278247
PM00057227,O00083412,13714.03,UPI,2025-08-14 17:44:07.780785
PM00113351,O00101388,3197.61,UPI,2024-09-05 17:44:10.338749
PM00007397,O00030859,17901.55,NETBANKING,2025-09-15 17:44:03.486855
PM00008833,O00100924,41078.04,COD,2024-01-12 17:44:03.625614
PM00086878,O00093651,19250.27,UPI,2024-11-18 17:44:09.125982
PM00014034,O00037797,MANY,UPI,2024-12-16 17:44:11.762985
PM00010098,O00074062,9025.36,UPI,2024-10-03 17:44:03.746712
PM00059750,O00111219,11541.69,UPI,2025-06-08 17:44:07.895004
PM00095584,O00129268,31633.14,CARD,2024-07-19 17:44:09.518419
PM00050008,O00099827,30929.21,COD,2025-11-09 17:44:07.454948
PM00029014,O00093927,40291.51,NETBANKING,2025-03-26 17:44:05.563699
PM00019884,O00125244,17826.8,CARD,2024-10-01 17:44:04.682750
PM00048574,O00080682,37698.6,WALLET,2024-07-05 17:44:07.390538
PM00048744,O00165282,39467.39,WALLET,2025-02-28 17:44:07.398241
PM00052838,O00025016,28077.56,UPI,2025-02-19 17:44:07.582748
PM00059763,O00144555,35758.03,COD,2024-01-17 17:44:07.895577
PM00037258,O00056763,5974.56,CARD,2024-08-21 17:44:06.356778
PM00017440,O00099341,15361.73,,2024-08-24 17:44:12.004292
PM00112922,O00049345,9036.31,UPI,2024-04-13 17:44:10.319371
PM00064934,O00064593,1670.9,WALLET,2024-01-11 17:44:08.131101
PM00081917,O00044012,26793.25,COD,2025-06-18 17:44:08.901107
PM00076415,O00137536,16447.1,UPI,2024-03-18 17:44:08.652565
PM00065871,O00003923,14181.31,COD,2024-09-26 17:44:11.681950
PM00017288,O00026308,31063.18,COD,2024-07-29 17:44:11.083514
PM00049295,O00033126,842.95,COD,2025-07-22 17:44:07.422973
PM00034776,O00018643,12664.93,WALLET,2025-11-14 17:44:06.119347
PM00055538,O00172789,23645.78,UPI,2024-02-06 17:44:07.704015
PM00048765,O00012917,18161.55,COD,2024-08-18 17:44:07.399165
PM00043559,O00028910,42370.12,WALLET,2024-03-21 17:44:06.957642
PM00110537,O00133567,8861.79,CARD,2024-07-02 17:44:10.209508
PM00038484,O00166581,46314.34,COD,2024-02-15 17:44:06.474039
PM00025571,O00055602,18827.35,WALLET,2025-07-21 17:44:05.233256
PM00004010,O00081448,12657.44,CARD,2025-11-09 17:44:03.163081
PM00003660,O00006763,18231.16,CARD,2025-04-01 17:44:03.128465
PM00117314,O00017483,22932.33,CARD,2025-06-18 17:44:10.517182
PM00024520,O00102827,33425.14,WALLET,2024-04-26 17:44:05.129644
PM00102532,O00141367,31268.49,CARD,2024-05-09 17:44:09.836976
PM00015432,O00103479,21900.7,NETBANKING,2024-01-20 17:44:04.256230
PM00081248,O00096161,3899.41,NETBANKING,2025-09-16 17:44:08.871087
PM00013208,O00137714,38696.44,,2025-04-26 17:44:11.705024
PM00083502,O00096935,16594.41,WALLET,2025-04-21 17:44:08.972399
PM00102459,O00084375,40592.8,WALLET,2025-06-01 17:44:09.833761
PM00087586,O00060542,7950.46,COD,2024-08-21 17:44:09.157892
PM00042842,O00089077,3530.69,COD,2024-01-09 17:44:06.889595
PM00008309,O00079461,-594.8991323850188,UPI,2025-03-02 17:44:11.358499
PM00061361,O00166195,6045.98,NETBANKING,2024-02-07 17:44:07.968040
PM00008955,O00058880,16189.21,CARD,2024-02-08 17:44:03.637026
PM00025098,O00087260,30312.4,CARD,2024-11-02 17:44:05.185715
PM00078711,O00105450,47460.47,UPI,2025-07-31 17:44:08.756256
PM00011050,O00160323,13944.25,,2025-08-18 17:44:11.551909
PM00013176,O00047225,16081.18,,2025-07-07 17:44:11.702713
PM00002467,O00005903,23141.11,CARD,2024-02-11 17:44:03.013584
PM00109019,O00079693,42067.85,COD,2025-01-24 17:44:10.138344
PM00009126,__ORPHAN__,41484.88,,2025-07-31 17:44:11.415772
PM00036339,O00045807,47523.34,NETBANKING,2024-12-28 17:44:06.269334
PM00084069,O00080197,49025.63,CARD,2024-11-05 17:44:08.998100
PM00044845,O00047459,40770.88,NETBANKING,2024-10-21 17:44:07.083590
PM00066402,O00003277,15570.07,UPI,2025-01-01 17:44:08.197659
PM00059444,O00120655,3604.67,WALLET,2024-01-06 17:44:07.881274
PM00061583,O00066852,29521.45,NETBANKING,2025-02-02 17:44:11.143820
PM00007370,O00010794,MANY,UPI,2024-08-09 17:44:11.281206
PM00019756,O00097038,17043.28,CARD,2024-05-07 17:44:04.670323
PM00035874,O00114150,13331.67,WALLET,2024-07-17 17:44:06.224123
PM00015424,__ORPHAN__,33429.76,UPI,2025-09-29 17:44:11.861961
PM00069109,O00157442,2592.64,COD,2024-01-30 17:44:08.319887
PM00043967,O00157630,45250.81,WALLET,2025-04-04 17:44:11.400600
PM00000277,O00059844,MANY,WALLET,2024-05-23 17:44:10.759316
PM00105327,O00030306,16853.74,COD,2024-06-04 17:44:09.967475
PM00049649,O00085621,20521.47,COD,2024-11-10 17:44:07.438812
PM00090314,O00130674,17389.23,CARD,2025-02-13 17:44:09.281189
PM00007682,O00121611,30114.23,NETBANKING,2024-03-03 17:44:03.513893
PM00099357,O00167086,17566.42,COD,2024-02-08 17:44:09.688383
PM00001788,O00102320,9807.83,UPI,2024-03-23 17:44:02.945720
PM00037272,O00064783,12473.56,CARD,2024-07-02 17:44:06.358096
PM00103266,O00091529,6539.31,COD,2024-11-04 17:44:09.869963
PM00113319,O00160087,48043.18,NETBANKING,2024-07-05 17:44:10.337324
PM00068208,O00117203,47017.11,COD,2024-05-18 17:44:08.279289
PM00079583,O00022163,28500.09,NETBANKING,2024-05-16 17:44:08.795367
PM00043316,O00080389,26960.77,CARD,2025-09-26 17:44:06.934447
PM00012477,O00069021,5654.11,COD,2024-03-10 17:44:03.974531
PM00039138,O00070935,39838.04,COD,2024-09-26 17:44:06.536257
PM00061924,O00153480,1577.49,CARD,2024-06-01 17:44:07.993539
PM00047141,O00142771,4927.25,UPI,2024-02-22 17:44:07.302795
PM00038817,O00066819,15898.92,CARD,2025-04-02 17:44:06.505757
PM00016846,O00161469,-789.6971714375878,,2025-03-25 17:44:11.962541
PM00014862,O00001831,1433.6,NETBANKING,2024-11-27 17:44:04.201955
PM00078581,O00029325,1876.7,CARD,2024-08-29 17:44:08.750202
PM00117477,O00082783,210.35,NETBANKING,2025-02-28 17:44:10.524665
