order_id,customer_code,order_date,status,order_city,order_state
O00012287,C0187720,2024-05-04 07:41:52.221628,PLACED,Jaipur,Maharashtra
O00108946,C0028800,2025-09-11 04:17:09.050952,SHIPPED,Karnal,Chhattisgarh
O00167027,C0074271,2025-11-05 15:19:59.050952,SHIPPED,Miryalaguda,Madhya Pradesh
O00138489,C0189431,2024-03-03 12:30:57.050952,PLACED,Nandyal,Uttarakhand
O00130333,C0187955,2024-04-12 22:19:05.050952,DELIVERED,Bhalswa Jahangir Pur,Mizoram
O00010322,__ORPHAN__,2025-01-16 23:41:16.221628,PLACED,Mau,Goa
O00154931,C0089776,2024-11-12 21:29:40.050952,PLACED,Rohtak,Uttar Pradesh
O00079712,C0121232,2024-04-02 17:01:06.050952,SHIPPED,Sultan Pur Majra,Haryana
O00027401,C0051052,2024-07-14 15:05:30.050952,PLACED,Bangalore,Tamil Nadu
O00099600,C0076755,2024-11-19 16:29:07.050952,PLACED,Panvel,Tamil Nadu
O00100688,C0184021,2024-11-06 13:30:12.050952,SHIPPED,Gulbarga,Tamil Nadu
O00156902,C0064203,2025-11-26 04:06:17.050952,PLACED,Pallavaram,Assam
O00025670,__ORPHAN__,2024-11-18 15:45:08.221628,PLACED,Begusarai,Haryana
O00122557,C0098890,2025-11-17 19:55:53.050952,PLACED,Karaikudi,Himachal Pradesh
O00128893,C0155310,2024-04-13 01:24:23.050952,DELIVERED,Ghaziabad,Rajasthan
O00043905,C0169654,2024-10-02 22:21:02.050952,PLACED,Visakhapatnam,Kerala
O00130638,C0174741,2025-07-08 05:17:23.050952,DELIVERED,Arrah,Assam
O00098610,C0169991,2023-12-08 14:03:06.050952,PLACED,Dehradun,Assam
O00104313,C0055401,2025-02-04 06:25:06.050952,SHIPPED,Etawah,West Bengal
O00001286,C0048240,2025-05-08 07:36:25.050952,DELIVERED,Agra,Bihar
O00058843,C0110721,2024-12-27 21:52:03.050952,SHIPPED,Motihari,Jharkhand
O00072884,C0058987,2025-08-31 04:12:24.050952,RETURNED,Pallavaram,Odisha
O00128387,C0058417,2024-05-18 23:49:46.050952,DELIVERED,Tiruppur,Andhra Pradesh
O00112686,C0098521,2024-11-19 07:03:00.050952,SHIPPED,Berhampur,West Bengal
O00147844,C0207867,2025-01-23 22:20:07.050952,PLACED,Arrah,Rajasthan
O00110264,C0059446,2024-09-15 16:44:09.050952,SHIPPED,Ahmedabad,Bihar
O00070287,C0118472,2024-06-08 05:13:48.050952,SHIPPED,Nashik,Haryana
O00063312,C0071663,2025-02-10 03:06:13.050952,DELIVERED,Siwan,Tripura
O00093808,C0074876,2025-04-12 12:21:01.050952,PLACED,Ajmer,Sikkim
O00048504,C0109842,2025-11-23 07:26:17.050952,DELIVERED,Jamshedpur,Meghalaya
O00010450,C0140860,2026-01-27 17:43:38.119367,DELIVERED,Surendranagar Dudhrej,Karnataka
O00019245,C0141292,2026-01-17 17:43:39.000010,PLACED,Jabalpur,Tamil Nadu
O00043152,C0129061,2024-11-01 21:56:03.050952,DELIVERED,Rajpur Sonarpur,Tamil Nadu
O00172517,C0077414,2025-10-04 07:03:34.050952,SHIPPED,Hubli–Dharwad,Mizoram
O00065914,C0040196,2024-11-10 05:01:49.050952,SHIPPED,Anantapur,Uttarakhand
O00022465,C0017261,2025-10-14 05:57:48.050952,RETURNED,Kavali,Maharashtra
O00122484,C0165002,2025-03-23 05:01:40.050952,PLACED,Vellore,Kerala
O00074006,C0175235,2024-03-08 05:43:54.050952,DELIVERED,Giridih,Arunachal Pradesh
O00016673,C0188407,2026-01-11 17:43:38.744642,PLACED,Chennai,Manipur
O00120661,C0126483,2024-03-06 05:55:54.050952,SHIPPED,Mathura,Himachal Pradesh
O00067902,C0047751,2024-05-19 21:58:02.050952,DELIVERED,Imphal,Maharashtra
O00059620,C0138393,2025-02-18 19:33:48.050952,DELIVERED,Ongole,Tamil Nadu
O00149825,C0180761,2025-02-26 01:56:43.050952,DELIVERED,Junagadh,Assam
O00064525,C0174198,2024-12-17 14:10:49.050952,DELIVERED,Ranchi,Sikkim
O00149708,C0077648,2024-11-03 03:00:12.050952,SHIPPED,Kanpur,Goa
O00056283,C0024984,2025-09-10 20:59:31.050952,SHIPPED,Siliguri,Andhra Pradesh
O00172271,C0002265,2024-05-23 06:53:08.050952,SHIPPED,Latur,Mizoram
O00130234,C0199790,2025-11-18 13:27:06.050952,DELIVERED,Mirzapur,Karnataka
O00108121,C0107520,2024-03-15 22:49:08.050952,SHIPPED,Phagwara,Uttar Pradesh
O00106765,C0190396,2024-10-03 14:35:33.050952,PLACED,Bhilwara,Odisha
O00023059,C0112510,2025-07-23 06:42:40.221628,PLACED,Rajahmundry,
O00084261,C0197397,2024-08-19 05:19:52.221628,RETURNED,Ratlam,Tamil Nadu
O00108595,C0168715,2024-12-15 08:47:21.050952,SHIPPED,Maheshtala,Meghalaya
O00007514,C0127622,2024-10-31 00:33:18.050952,SHIPPED,Amritsar,Karnataka
O00071284,C0003052,2023-12-28 01:18:47.050952,SHIPPED,Durg,Gujarat
O00108733,C0168100,2024-09-15 14:27:38.050952,DELIVERED,Guntur,Jharkhand
O00002012,C0138980,2024-04-14 10:51:28.050952,SHIPPED,Morena,Mizoram
O00065790,C0016823,2025-02-12 11:30:36.050952,PLACED,Nagercoil,Tripura
O00103451,C0198411,2025-02-18 04:06:24.050952,PLACED,Raurkela Industrial Township,Uttarakhand
O00072269,C0184467,2025-10-11 03:01:15.050952,RETURNED,Indore,Gujarat
O00059852,C0144785,2024-12-22 09:20:35.050952,SHIPPED,Amroha,Goa
O00000401,C0152344,2026-01-29 17:43:37.256159,RETURNED,Mehsana,Bihar
O00103294,C0125355,2025-01-23 18:38:54.050952,DELIVERED,Madhyamgram,Kerala
O00027707,C0055337,2025-04-13 19:48:26.050952,RETURNED,Munger,Manipur
O00151973,C0004018,2024-10-08 03:00:06.050952,SHIPPED,Dhule,Kerala
O00077872,C0083413,2025-11-20 08:15:10.050952,SHIPPED,Allahabad,Sikkim
O00095827,C0191629,2024-12-31 03:07:04.050952,DELIVERED,Tiruchirappalli,Jharkhand
O00041740,C0076814,2024-05-21 19:46:09.050952,SHIPPED,Pudukkottai,Jharkhand
O00080536,C0036216,2024-09-21 02:46:27.221628,RETURNED,Ambarnath,Chhattisgarh
O00036039,C0051429,2025-11-26 15:48:15.050952,PLACED,Kottayam,Goa
O00093729,C0050448,2024-03-02 22:17:16.050952,SHIPPED,Malda,Sikkim
O00056529,C0083194,2024-09-08 14:33:42.050952,PLACED,Jaipur,Chhattisgarh
O00144749,C0026913,2024-07-31 04:04:30.050952,SHIPPED,Buxar,Odisha
O00040541,C0002283,2025-02-23 03:42:50.050952,PLACED,Maheshtala,Chhattisgarh
O00108390,C0134623,2025-10-18 19:55:38.050952,DELIVERED,Gurgaon,Gujarat
O00062459,C0041653,2024-04-16 19:14:21.221628,RETURNED,Latur,Tripura
O00167539,C0085360,2024-02-10 14:14:21.050952,SHIPPED,Hubli–Dharwad,Himachal Pradesh
O00131050,C0022692,2023-12-12 18:57:02.050952,PLACED,Bhiwani,Maharashtra
O00112184,C0079776,2024-05-06 18:27:27.050952,SHIPPED,Varanasi,Tamil Nadu
O00033323,C0034229,2025-07-25 19:54:24.050952,SHIPPED,Siliguri,Haryana
O00009066,C0173063,2025-12-31 17:43:37.998159,SHIPPED,Tiruvottiyur,Telangana
O00136336,C0059001,2024-08-07 23:33:49.050952,SHIPPED,Durg,Maharashtra
O00000413,C0099630,2025-02-24 02:13:37.050952,DELIVERED,Rajkot,Uttar Pradesh
O00150827,C0130631,2025-04-07 06:47:49.050952,SHIPPED,Mathura,Bihar
O00011168,C0138502,2024-05-03 22:21:21.050952,PLACED,Ambattur,Manipur
O00156163,C0136130,2024-05-27 14:24:03.050952,SHIPPED,Bally,Bihar
O00018972,C0050187,2025-11-19 17:58:15.050952,RETURNED,Suryapet,Meghalaya
O00046624,C0194447,2024-11-07 21:21:49.050952,SHIPPED,Bhiwandi,Tamil Nadu
O00026280,C0060106,2025-10-21 22:05:00.050952,PLACED,Yamunanagar,Sikkim
O00011411,C0058983,2025-02-04 15:45:51.050952,SHIPPED,Anantapuram,Assam
O00079680,C0137302,2025-07-17 22:02:34.050952,DELIVERED,Pali,Telangana
O00006653,C0134591,2024-04-09 01:41:50.050952,SHIPPED,Dehri,Bihar
O00106463,C0199049,2024-10-07 22:50:25.050952,SHIPPED,Jamshedpur,West Bengal
O00027547,C0036353,2024-10-11 04:46:29.050952,SHIPPED,Thane,Tamil Nadu
O00062912,C0206706,2024-12-19 04:14:06.050952,PLACED,Rajkot,Jharkhand
O00049576,C0098381,2024-10-09 00:50:34.050952,PLACED,Uluberia,Assam
O00003152,C0009057,2024-11-13 07:13:17.050952,SHIPPED,Chennai,Maharashtra
O00010806,C0082462,2024-06-09 22:29:05.050952,SHIPPED,Mumbai,Himachal Pradesh
O00028100,C0054914,2025-03-03 01:52:09.050952,PLACED,Hapur,Punjab
O00061925,C0077723,2024-10-08 03:36:28.050952,DELIVERED,Agra,West Bengal
O00078107,C0010422,2025-02-26 16:52:16.050952,PLACED,Patiala,Andhra Pradesh
O00125102,C0041073,2024-03-14 00:30:25.050952,PLACED,Haridwar,Uttar Pradesh
O00132895,C0000862,2024-11-28 04:17:29.221628,PLACED,Salem,Punjab
O00028014,C0016994,2024-01-09 03:59:16.221628,DELIVERED,Danapur,
O00139108,C0170855,2025-04-22 16:36:43.050952,DELIVERED,Bhagalpur,Jharkhand
O00166550,C0191297,2023-12-24 09:24:38.050952,PLACED,Jamnagar,Manipur
O00048836,C0146798,2024-07-14 10:04:21.050952,PLACED,Panipat,Bihar
O00129414,C0060316,2024-12-04 02:53:07.050952,DELIVERED,Nagercoil,Assam
O00082420,C0092731,2024-10-16 10:23:36.050952,SHIPPED,Uluberia,Gujarat
O00121178,C0133601,2025-07-22 16:10:50.050952,DELIVERED,Srikakulam,Sikkim
O00067946,C0017575,2025-06-25 14:00:36.050952,DELIVERED,Bettiah,Goa
O00130311,C0187750,2025-04-28 21:51:27.050952,SHIPPED,Firozabad,Assam
O00073436,C0190491,2025-10-06 08:53:02.050952,SHIPPED,Jodhpur,Meghalaya
O00006109,C0188761,2025-03-13 07:41:22.050952,DELIVERED,Shivpuri,Gujarat
O00141567,C0208680,2025-01-26 00:59:27.050952,SHIPPED,Rajpur Sonarpur,Maharashtra
O00132397,C0065115,2025-01-03 03:05:00.050952,SHIPPED,Tiruvottiyur,Haryana
O00146809,C0205202,2024-08-15 00:27:12.050952,SHIPPED,Maheshtala,Goa
O00148086,C0138263,2024-12-12 07:39:19.050952,PLACED,Medininagar,Arunachal Pradesh
O00095230,C0003590,2025-07-17 21:20:45.050952,SHIPPED,Agra,Assam
O00144626,C0186476,2024-07-18 08:16:58.050952,DELIVERED,Ranchi,Tripura
O00128639,C0096729,2025-10-19 22:51:43.050952,SHIPPED,Sikar,Sikkim
O00045673,C0000739,2025-05-16 15:46:08.050952,SHIPPED,Panipat,Rajasthan
O00040489,C0032448,2024-11-13 17:17:06.050952,SHIPPED,Ambattur,Punjab
O00114576,C0011152,2024-04-08 19:33:32.050952,DELIVERED,Kadapa,Tripura
O00076289,C0183346,2025-01-18 03:35:05.050952,PLACED,Ambattur,Kerala
O00106591,C0171954,2024-09-16 21:05:09.050952,PLACED,Faridabad,Telangana
O00146111,C0054823,2024-10-20 15:02:49.050952,DELIVERED,Delhi,Meghalaya
O00015124,C0205362,2024-01-17 01:47:42.050952,PLACED,Anantapur,Uttarakhand
O00104290,C0160730,2025-04-03 08:16:01.050952,DELIVERED,Moradabad,Mizoram
O00090069,C0080982,2025-11-16 05:56:45.050952,SHIPPED,Bhavnagar,Jharkhand
O00141130,C0120895,2025-02-04 11:14:49.050952,SHIPPED,Shimla,Uttarakhand
O00059763,C0008907,2025-04-01 11:01:46.050952,SHIPPED,Deoghar,Rajasthan
O00131372,C0163001,2025-06-07 14:25:42.050952,SHIPPED,Moradabad,Goa
O00045271,C0012955,2024-07-23 18:31:55.050952,DELIVERED,Bellary,Telangana
O00033565,C0036406,2025-10-19 05:16:46.050952,DELIVERED,Kollam,Mizoram
O00004697,C0160286,2026-03-13 17:43:37.625114,SHIPPED,Katihar,Kerala
O00121149,C0149268,2025-09-05 07:04:49.050952,SHIPPED,Bihar Sharif,Bihar
O00002965,C0105327,2026-02-26 17:43:37.477038,RETURNED,Uluberia,Madhya Pradesh
O00147118,C0056138,2024-07-02 07:34:44.050952,DELIVERED,Maheshtala,Bihar
O00136768,C0193983,2024-01-22 09:20:59.050952,SHIPPED,Kavali,Chhattisgarh
O00108903,C0193306,2024-09-10 23:29:13.050952,SHIPPED,Gangtok,Uttar Pradesh
O00035507,C0017006,2025-03-03 15:38:48.050952,PLACED,Dehradun,Rajasthan
O00077264,C0103052,2024-10-07 21:58:11.221628,SHIPPED,Ramgarh,Bihar
O00019200,C0205361,2023-12-07 05:11:38.221628,RETURNED,Alwar,
O00028379,C0125520,2024-03-23 21:45:59.050952,DELIVERED,Lucknow,Goa
O00026736,C0030468,2025-06-02 17:02:08.221628,RETURNED,Durg,
O00110807,C0034239,2025-11-19 20:11:06.050952,PLACED,Salem,Haryana
O00122300,C0025429,2025-10-10 10:43:41.050952,PLACED,Orai,Goa
O00018599,C0156344,2024-03-17 19:31:35.050952,DELIVERED,Chittoor,Andhra Pradesh
O00089790,C0187047,2025-08-18 09:12:30.050952,SHIPPED,Maheshtala,Uttar Pradesh
O00086156,C0039455,2025-11-21 21:57:49.050952,DELIVERED,Imphal,Mizoram
O00007264,C0016969,2024-08-17 12:57:43.050952,SHIPPED,Ahmednagar,Goa
O00050084,C0094745,2024-04-06 22:28:39.050952,PLACED,Nashik,Uttarakhand
O00001879,C0129536,2025-08-15 03:11:16.050952,PLACED,Jalgaon,Maharashtra
O00133446,C0082438,2025-07-17 16:05:46.050952,DELIVERED,Mango,Jharkhand
O00100092,C0144736,2025-07-25 06:26:36.050952,DELIVERED,Ghaziabad,Uttarakhand
O00092761,C0085512,2025-05-26 16:32:26.050952,SHIPPED,Anantapur,Uttarakhand
O00164826,C0104453,2024-11-13 07:04:11.050952,DELIVERED,Ujjain,Jharkhand
O00160193,C0214920,2025-07-17 07:43:08.050952,SHIPPED,Khora ,Uttarakhand
O00058644,C0079180,2025-06-03 16:52:11.050952,SHIPPED,Giridih,Arunachal Pradesh
O00039416,C0063421,2024-11-25 08:51:05.050952,DELIVERED,Kharagpur,West Bengal
O00132820,C0206354,2025-10-15 12:51:38.050952,DELIVERED,Shivpuri,Himachal Pradesh
O00072531,C0068437,2025-01-14 14:17:45.050952,DELIVERED,Ahmednagar,Karnataka
O00063390,C0211938,2024-04-05 20:45:15.050952,SHIPPED,Dhanbad,Telangana
O00151038,C0204764,2024-10-09 06:27:18.050952,SHIPPED,Durgapur,Punjab
O00008098,C0118058,2024-04-15 02:09:04.050952,DELIVERED,Aurangabad,Odisha
O00094369,C0191394,2024-07-19 14:44:22.050952,SHIPPED,Bikaner,Andhra Pradesh
O00118365,C0200640,2025-05-13 12:26:33.050952,SHIPPED,Ranchi,Arunachal Pradesh
O00055296,C0061649,2024-02-09 07:14:55.221628,PLACED,Bhatpara,Kerala
O00115990,C0191183,2024-03-13 05:56:31.050952,DELIVERED,Loni,Bihar
O00086096,C0091781,2024-02-01 09:08:57.050952,DELIVERED,Bahraich,Chhattisgarh
O00168574,C0171672,2025-11-24 08:40:18.050952,SHIPPED,Rajkot,Uttarakhand
O00043657,C0044920,2024-10-19 11:45:34.050952,SHIPPED,Giridih,Uttar Pradesh
O00038511,C0155347,2025-04-22 09:11:15.050952,DELIVERED,Surendranagar Dudhrej,Uttar Pradesh
O00027284,__ORPHAN__,2024-11-29 06:59:54.221628,DELIVERED,Akola,Telangana
O00150381,C0124961,2024-05-15 19:23:29.050952,PLACED,Ajmer,Uttarakhand
O00120576,C0016325,2024-09-13 06:19:04.050952,PLACED,Bhopal,Assam
O00018154,C0049019,2024-01-04 06:10:11.050952,PLACED,Bhopal,Madhya Pradesh
O00173413,C0105723,2024-06-10 02:45:46.050952,SHIPPED,Nandyal,Tripura
O00015103,C0145355,2024-01-25 04:39:50.050952,SHIPPED,Morena,Meghalaya
O00097470,C0047944,2024-10-22 21:36:40.050952,PLACED,Lucknow,Karnataka
O00165075,C0140940,2024-04-09 11:24:03.050952,SHIPPED,Mehsana,West Bengal
O00011588,C0199755,2025-03-04 18:06:03.050952,SHIPPED,Tiruchirappalli,Himachal Pradesh
O00095700,C0111843,2025-05-02 19:08:23.050952,PLACED,Panipat,Goa
O00017782,C0182911,2026-03-07 17:43:38.857138,SHIPPED,Ranchi,Telangana
O00005243,C0065212,2025-12-30 17:43:37.672144,DELIVERED,Tadepalligudem,Assam
O00160252,C0011317,2025-05-18 18:26:23.050952,PLACED,Sri Ganganagar,Telangana
O00130941,C0185667,2025-12-04 01:34:21.050952,DELIVERED,Nizamabad,West Bengal
O00115137,C0012395,2025-04-02 07:39:50.050952,PLACED,South Dumdum,Goa
O00101559,C0073819,2025-05-20 19:28:07.050952,SHIPPED,Bathinda,Uttarakhand
O00034497,C0055616,2025-10-16 21:30:52.050952,DELIVERED,Purnia,Jharkhand
O00168146,C0153633,2025-08-14 19:57:22.050952,SHIPPED,Jamalpur,Odisha
O00081240,C0108863,2024-03-21 14:25:59.050952,SHIPPED,Bareilly,Rajasthan
O00109461,C0104227,2024-10-03 19:56:29.050952,DELIVERED,Gaya,Meghalaya
O00028489,C0034522,2024-09-13 12:25:21.050952,PLACED,Jalgaon,Goa
O00158327,C0029111,2024-03-13 20:56:20.050952,SHIPPED,Aurangabad,Meghalaya
O00020898,__ORPHAN__,2025-03-14 00:34:09.221628,DELIVERED,Durg,Manipur
O00088581,C0125867,2025-08-05 23:26:30.050952,SHIPPED,North Dumdum,Bihar
O00008122,C0213765,2024-05-16 00:26:37.050952,PLACED,Chandigarh,Odisha
O00135489,C0011525,2024-07-19 17:50:53.050952,SHIPPED,Belgaum,Rajasthan
O00002080,C0163970,2024-11-20 01:14:21.050952,SHIPPED,Sambalpur,Telangana
O00022488,C0203801,2026-04-01 17:43:39.325121,DELIVERED,Guwahati,Himachal Pradesh
O00053857,C0179577,2024-10-20 15:26:33.050952,SHIPPED,Bettiah,Gujarat
O00017217,C0011171,2025-07-28 20:50:21.221628,SHIPPED,Sirsa,
O00096621,C0181983,2025-04-02 06:54:45.050952,SHIPPED,Guntakal,Goa
O00055811,C0021296,2025-09-07 17:22:15.050952,PLACED,Alappuzha,Gujarat
O00083634,C0041531,2025-10-19 11:33:39.050952,SHIPPED,Amravati,Madhya Pradesh
O00038147,C0103449,2025-04-21 20:24:34.050952,DELIVERED,Kolkata,Odisha
O00104691,C0130550,2024-11-28 01:31:34.050952,DELIVERED,Darbhanga,Punjab
O00079444,C0048188,2024-05-02 15:56:26.050952,PLACED,Bhagalpur,Odisha
O00168893,C0035920,2024-06-10 06:54:05.050952,SHIPPED,Ulhasnagar,Tripura
O00054673,C0006499,2024-12-06 01:03:59.050952,PLACED,Sonipat,Jharkhand
O00021810,__ORPHAN__,2025-09-29 22:43:35.221628,DELIVERED,Adoni,Haryana
O00126835,C0137816,2023-12-23 02:52:03.050952,DELIVERED,Mumbai,Gujarat
O00166320,C0185412,2025-06-04 01:28:00.221628,SHIPPED,Agra,Tamil Nadu
O00107627,C0119322,2025-08-08 14:57:23.050952,PLACED,Aizawl,Kerala
O00044528,C0090441,2024-09-29 10:10:04.050952,SHIPPED,Jorhat,Karnataka
O00013110,C0143394,2025-10-23 13:00:44.050952,DELIVERED,Karimnagar,Madhya Pradesh
O00057667,C0187831,2025-05-29 16:39:14.050952,DELIVERED,Chinsurah,Himachal Pradesh
O00144653,C0028747,2024-03-02 23:27:58.050952,SHIPPED,Mirzapur,Assam
O00127791,C0007885,2025-04-01 07:37:58.050952,SHIPPED,Gwalior,Tamil Nadu
O00024631,C0019383,2024-03-19 17:26:16.050952,DELIVERED,Tadipatri,Chhattisgarh
O00022278,C0172750,2024-10-18 02:10:09.050952,SHIPPED,Ballia,Madhya Pradesh
O00020761,C0159820,2026-01-23 17:43:39.149758,RETURNED,Bhatpara,Gujarat
O00041491,C0152213,2025-09-03 13:14:08.050952,SHIPPED,Pune,Madhya Pradesh
O00020835,C0129346,2025-02-25 12:42:48.050952,SHIPPED,Ranchi,Punjab
O00046944,C0182514,2024-07-05 16:18:41.050952,SHIPPED,Rohtak,Sikkim
O00167267,C0046849,2025-07-13 23:55:26.050952,PLACED,Bidhannagar,Rajasthan
O00123432,C0047605,2024-11-08 07:02:48.050952,DELIVERED,Morbi,Nagaland
O00023508,C0192512,2025-01-26 00:56:46.050952,SHIPPED,Katihar,Punjab
O00131845,C0086129,2024-11-20 01:04:17.050952,SHIPPED,Cuttack,Madhya Pradesh
O00053099,C0081664,2024-02-02 14:42:24.050952,PLACED,Hapur,Manipur
O00166559,C0011064,2023-12-08 13:57:37.221628,RETURNED,Gandhinagar,Manipur
O00162177,C0039575,2025-10-09 23:46:09.050952,PLACED,Pune,Chhattisgarh
O00018761,C0127548,2024-04-05 22:16:10.050952,DELIVERED,Jaipur,Jharkhand
O00098570,C0088603,2024-11-03 00:43:31.050952,SHIPPED,Yamunanagar,Kerala
O00042719,C0103057,2024-06-22 05:56:37.050952,PLACED,Kozhikode,Andhra Pradesh
O00145467,C0099775,2025-10-21 14:45:14.050952,DELIVERED,Raipur,Gujarat
O00062698,C0000350,2025-03-02 20:52:43.050952,PLACED,Bidar,Assam
O00149062,C0153854,2025-07-11 08:00:24.050952,DELIVERED,Korba,Arunachal Pradesh
O00016521,C0202762,2026-02-23 17:43:38.728096,PLACED,Chennai,Kerala
O00038470,C0103141,2024-01-03 20:02:45.050952,PLACED,Ranchi,Arunachal Pradesh
O00138122,C0138970,2024-07-05 04:53:24.050952,PLACED,Amritsar,Himachal Pradesh
O00126103,C0213152,2025-09-05 14:34:39.050952,SHIPPED,Adoni,Arunachal Pradesh
O00088001,C0054462,2025-09-07 11:51:52.050952,SHIPPED,Kolkata,Tripura
O00157979,C0019792,2024-05-25 18:52:05.050952,SHIPPED,Gandhidham,Himachal Pradesh
O00145696,C0128103,2024-06-04 13:46:38.050952,SHIPPED,Dewas,Tamil Nadu
O00022595,C0033750,2026-03-13 17:43:39.335405,SHIPPED,Meerut,Meghalaya
O00005227,C0192424,2025-06-26 05:53:16.050952,DELIVERED,Bhopal,Haryana
O00083182,C0032319,2025-09-20 12:58:24.050952,RETURNED,Kishanganj,Telangana
O00059112,C0190769,2024-09-04 03:58:40.050952,SHIPPED,Bhagalpur,Sikkim
O00093051,C0091985,2025-05-11 23:56:20.050952,DELIVERED,Junagadh,Punjab
O00085581,C0097460,2025-04-04 17:40:31.050952,SHIPPED,Mangalore,Karnataka
O00158263,C0044420,2025-10-23 08:12:24.050952,SHIPPED,Ludhiana,Haryana
O00099897,C0081830,2025-08-19 10:05:21.050952,SHIPPED,Aurangabad,Maharashtra
O00003065,C0068707,2026-03-26 17:43:37.485462,SHIPPED,Nashik,Nagaland
O00002777,C0079743,2025-03-02 18:21:00.050952,DELIVERED,Jabalpur,Meghalaya
O00060785,C0040106,2024-06-23 14:03:30.050952,PLACED,Amravati,Manipur
O00029697,__ORPHAN__,2024-05-13 08:21:21.221628,PLACED,Sambhal,Karnataka
O00060516,C0209812,2024-06-26 04:39:54.050952,PLACED,Ghaziabad,Manipur
O00038033,C0024645,2025-05-09 20:48:49.050952,SHIPPED,Bathinda,Punjab
O00095267,C0050047,2024-05-31 14:37:38.050952,DELIVERED,Tiruvottiyur,Telangana
O00070980,C0093545,2024-02-20 12:17:10.050952,SHIPPED,Jorhat,Uttar Pradesh
O00118748,C0102795,2024-05-07 18:01:24.050952,DELIVERED,Bhopal,Goa
O00103499,C0052473,2024-12-12 08:03:20.050952,SHIPPED,Hajipur,Odisha
O00118331,C0126819,2024-02-04 11:47:39.050952,DELIVERED,Bijapur,Andhra Pradesh
O00165550,C0210559,2025-07-07 12:28:30.050952,PLACED,Thane,Bihar
O00067218,C0182881,2024-03-16 00:35:51.050952,SHIPPED,Ghaziabad,Manipur
O00071945,C0177360,2025-11-26 19:44:17.050952,SHIPPED,Gandhinagar,Rajasthan
O00022209,C0104460,2025-08-04 06:32:57.221628,PLACED,Bokaro,
O00024209,C0034111,2026-01-10 17:43:39.488577,RETURNED,Eluru,Bihar
O00092462,C0073704,2024-09-25 15:15:14.050952,SHIPPED,Bidar,Andhra Pradesh
O00153976,C0211033,2024-03-21 11:08:23.050952,DELIVERED,Nagaon,Gujarat
O00019883,C0206892,2024-04-13 08:53:28.050952,SHIPPED,Noida,Rajasthan
O00026431,C0206480,2024-12-01 05:35:43.221628,RETURNED,Vasai-Virar,
O00014642,__ORPHAN__,2024-04-28 01:09:12.221628,SHIPPED,Mehsana,Uttar Pradesh
O00001444,C0066121,2024-10-03 14:26:01.221628,PLACED,Tirupati,
O00105109,C0037633,2024-08-13 22:39:10.221628,DELIVERED,Muzaffarnagar,Manipur
O00105324,C0074229,2025-09-04 15:03:13.050952,DELIVERED,Deoghar,Mizoram
O00126779,C0161872,2024-12-23 12:14:54.050952,DELIVERED,Anantapuram,Bihar
O00097592,C0106784,2025-04-09 21:40:11.050952,DELIVERED,Gangtok,Mizoram
O00089086,C0089808,2024-12-10 22:31:36.050952,SHIPPED,Alappuzha,Goa
O00142443,C0169259,2024-05-06 05:39:18.050952,PLACED,Shahjahanpur,Goa
O00171541,C0157136,2025-07-12 22:35:15.050952,SHIPPED,Alwar,West Bengal
O00036011,C0016364,2025-11-22 02:33:56.050952,PLACED,Gopalpur,Himachal Pradesh
O00057613,C0139957,2025-03-30 18:48:07.050952,SHIPPED,South Dumdum,Maharashtra
O00053098,C0042631,2025-02-18 17:12:38.050952,DELIVERED,Medininagar,Odisha
O00002936,__ORPHAN__,2025-10-09 10:20:29.221628,RETURNED,Latur,Madhya Pradesh
O00013585,C0028176,2024-08-21 20:35:04.050952,PLACED,Ratlam,Telangana
O00172666,C0033987,2024-12-10 19:43:11.050952,SHIPPED,Jamnagar,Himachal Pradesh
O00019542,C0153926,2025-03-08 05:59:01.221628,SHIPPED,Dehradun,
O00031168,C0086648,2025-03-12 19:36:16.050952,DELIVERED,Aizawl,Goa
O00007092,C0053062,2024-04-09 20:24:30.050952,SHIPPED,Nashik,West Bengal
O00010298,C0197366,2025-01-30 09:33:48.050952,SHIPPED,Sambalpur,Jharkhand
O00038827,C0077604,2025-06-13 01:21:14.050952,SHIPPED,Pimpri-Chinchwad,Manipur
O00024144,C0005325,2025-06-26 14:34:59.050952,RETURNED,Amaravati,Karnataka
O00153024,C0120875,2024-03-04 21:55:29.050952,PLACED,Chennai,Nagaland
O00005099,C0025547,2024-10-20 17:37:19.221628,SHIPPED,Kozhikode,
O00028903,C0047857,2026-02-11 17:43:39.888333,SHIPPED,Kakinada,Arunachal Pradesh
O00013136,C0078154,2025-01-05 06:25:15.050952,SHIPPED,Thane,Kerala
O00081395,C0143828,2024-09-02 14:36:49.050952,SHIPPED,Karimnagar,Goa
O00072034,C0107518,2025-05-24 00:57:33.050952,PLACED,Durgapur,Manipur
O00130632,C0116510,2025-03-18 00:46:33.050952,DELIVERED,Mira-Bhayandar,Haryana
O00135722,C0149351,2024-01-25 07:27:19.050952,SHIPPED,Bongaigaon,Meghalaya
O00166691,C0171942,2024-04-05 04:26:26.050952,DELIVERED,Orai,Tamil Nadu
O00080800,C0099442,2025-06-26 10:51:24.050952,SHIPPED,Satna,Gujarat
O00045735,C0214405,2025-08-30 15:46:00.050952,DELIVERED,Muzaffarpur,Telangana
O00079507,C0171444,2024-06-28 18:56:32.050952,PLACED,South Dumdum,West Bengal
